Pc_name,no,type,state,candidate_name,party,electors,votes,Turnout,margin,margin%,year
Shimoga,21,GEN,Karnataka,K.G. Shivappa,Indian National Congress,"10,43,040","6,27,367",60.2 %,"40,703",6.50%,1991
Sholapur,37,GEN,Maharashtra,Sadul Dharmanna Mondayya,Indian National Congress,"8,96,543","5,00,727",55.9 %,"80,090",16.00%,1991
Siddipet,32,SC,Andhra Pradesh,Yellaiah Nandi,Indian National Congress,"11,55,205","6,38,820",55.3 %,"1,15,262",18.00%,1991
Sidhi,10,ST,Madhya Pradesh [1947 - 1999],Motilal Singh,Indian National Congress,"10,17,409","3,61,521",35.5 %,"31,624",8.70%,1991
Sikar,5,GEN,Rajasthan,Balram,Indian National Congress,"11,61,197","6,28,850",54.2 %,"1,10,685",17.60%,1991
Sikkim,1,GEN,Sikkim,Dil Kumari Bhandari (W),Sikkim Sangram Parishad,"2,01,704","1,18,502",58.8 %,"1,00,211",84.60%,1991
Silchar,2,GEN,Assam,Kabindra Purkayastha,Bharatiya Janta Party,"7,32,998","5,55,107",75.7 %,"10,851",2.00%,1991
Simla,1,GEN,Himachal Pradesh,Krishan Dutt Sultanpuri,Indian National Congress,"7,38,904","4,08,015",55.2 %,"46,860",11.50%,1991
Singhbhum,51,ST,Bihar [1947 - 1999],Krishna Marandi,Jharkhand Mukti Morcha,"7,60,927","3,44,344",45.3 %,"46,180",13.40%,1991
Sirsa,10,GEN,Haryana,Shailja (W),Indian National Congress,"9,91,095","6,90,275",69.7 %,"99,098",14.40%,1991
Sitamarhi,11,GEN,Bihar [1947 - 1999],Nawal Kishore Ray,Janata Dal,"10,16,278","7,36,253",72.5 %,"2,29,151",31.10%,1991
Sitapur,17,GEN,Uttar Pradesh [1947 - 1999],Janardan Prasad Misra,Bharatiya Janta Party,"8,90,393","4,43,453",49.8 %,"37,706",8.50%,1991
Sivaganga,33,GEN,Tamil Nadu,Chindambaram P.,Indian National Congress,"9,97,331","6,22,353",62.4 %,"2,28,597",36.70%,1991
Sivakasi,35,GEN,Tamil Nadu,Kanga Govindarajulu R.,All India Anna Dravida Munnetra Kazhagam,"10,76,887","6,83,293",63.5 %,"1,63,090",23.90%,1991
Siwan,5,GEN,Bihar [1947 - 1999],Brishin Patel,Janata Dal,"9,76,411","6,22,535",63.8 %,"1,45,892",23.40%,1991
Sonepat,4,GEN,Haryana,Dharampal Singh,Indian National Congress,"9,49,007","6,04,686",63.7 %,"44,802",7.40%,1991
South Delhi,2,GEN,Delhi [1977 Onwards],Madan Lal Khurana,Bharatiya Janta Party,"9,04,489","4,21,877",46.6 %,"50,723",12.00%,1991
Srikakulam,1,GEN,Andhra Pradesh,Viswandham Kanithi,Indian National Congress,"8,60,855","5,68,263",66.0 %,"26,664",4.70%,1991
Srinagar,2,GEN,Jammu & Kashmir,Data Not Available,-,-,-,-,-,-,1991
Sriperumbudur,4,GEN,Tamil Nadu,Maragatham Chandrasekar (W),Indian National Congress,"10,34,447","6,75,883",65.3 %,"1,80,572",26.70%,1991
Sultanpur,26,GEN,Uttar Pradesh [1947 - 1999],Vishwanath Dass Shastri,Bharatiya Janta Party,"9,53,144","4,07,580",42.8 %,"76,956",18.90%,1991
Sundargarh,20,GEN,Orissa,Frida Topno (W),Indian National Congress,"9,62,483","4,36,783",45.4 %,"38,070",8.70%,1991
Surat,24,GEN,Gujarat,Kashiram Rana,Bharatiya Janta Party,"14,09,202","6,09,848",43.3 %,"1,06,354",17.40%,1991
Surendranagar,2,GEN,Gujarat,Kolipatel Somabhai Gadabhai,Bharatiya Janta Party,"8,38,899","3,92,968",46.8 %,"10,886",2.80%,1991
Surguja,12,ST,Madhya Pradesh [1947 - 1999],Khelsai Singh,Indian National Congress,"9,03,744","3,36,940",37.3 %,"46,992",13.90%,1991
Tamluk,30,GEN,West Bengal,Satyagopal Misra,Communist Party Of India (MARXIST),"9,39,938","7,73,742",82.3 %,"1,062",0.10%,1991
Tarn Taran,3,GEN,Punjab,Surinder Singh Kairon,Indian National Congress,"9,47,012","89,948",9.5 %,"50,646",56.30%,1991
Tehri Garhwal,1,GEN,Uttar Pradesh [1947 - 1999],Manbendra Shah,Bharatiya Janta Party,"8,86,604","4,25,274",48.0 %,"45,903",10.80%,1991
Tenali,14,GEN,Andhra Pradesh,Ummareddy Venkateswarlu,Telugu Desam,"8,88,033","5,39,963",60.8 %,"10,171",1.90%,1991
Tenkasi,37,SC,Tamil Nadu,Arunachalam M.,Indian National Congress,"9,26,698","6,19,675",66.9 %,"1,82,086",29.40%,1991
Tezpur,9,GEN,Assam,Swarup Upadhayaya,Indian National Congress,"8,05,795","6,08,316",75.5 %,"1,06,317",17.50%,1991
Thane,10,GEN,Maharashtra,Kapse Ramchandra Ganesh,Bharatiya Janta Party,"17,44,592","6,48,313",37.2 %,"28,317",4.40%,1991
Thanjavur,31,GEN,Tamil Nadu,Thulasiah Vandayar K.,Indian National Congress,"9,19,274","6,44,583",70.1 %,"1,62,070",25.10%,1991
Tindivanam,10,GEN,Tamil Nadu,Rama Murthee K.,Indian National Congress,"9,53,935","6,47,691",67.9 %,"1,70,149",26.30%,1991
Tiruchendur,38,GEN,Tamil Nadu,Dhanushkodi Athinthan R.,Indian National Congress,"9,44,890","5,34,586",56.6 %,"2,58,776",48.40%,1991
Tiruchengode,17,GEN,Tamil Nadu,Soundaram K.S. (W),All India Anna Dravida Munnetra Kazhagam,"12,70,472","7,98,360",62.8 %,"3,14,481",39.40%,1991
Tiruchirappalli,27,SC,Tamil Nadu,L. Adaikala Raj,Indian National Congress,"10,56,965","6,67,684",63.2 %,"2,09,706",31.40%,1991
Tirunelveli,36,GEN,Tamil Nadu,Janarthanan M.R.,All India Anna Dravida Munnetra Kazhagam,"9,69,816","5,78,291",59.6 %,"1,53,592",26.60%,1991
Tirupathi,20,SC,Andhra Pradesh,Chinta Mohan,Indian National Congress,"10,81,046","6,47,612",59.9 %,"1,86,189",28.80%,1991
Tiruppattur,8,GEN,Tamil Nadu,Jaya Mohan A.,Indian National Congress,"9,85,576","6,68,923",67.9 %,"1,90,461",28.50%,1991
Tonk,13,GEN,Rajasthan,Ram Narain Berwa,Bharatiya Janta Party,"9,99,712","3,91,153",39.1 %,"13,019",3.30%,1991
Trichur,9,SC,Kerala,P.C. Chacko,Indian National Congress,"9,68,128","7,06,087",72.9 %,"29,231",4.10%,1991
Tripura East,2,ST,Tripura,Bibhu Kumari Devi (W),Indian National Congress,"7,42,857","4,77,132",64.2 %,"3,46,653",72.70%,1991
Tripura West,1,GEN,Tripura,Santosh Mohan Deo,Indian National Congress,"8,18,228","5,73,131",70.1 %,"4,28,984",74.80%,1991
Trivandrum,20,GEN,Kerala,A. Charles,Indian National Congress,"10,47,069","7,21,412",68.9 %,"43,670",6.10%,1991
Tumkur,8,GEN,Karnataka,S. Mallikarjunaiah,Bharatiya Janta Party,"9,75,142","6,05,003",62.0 %,"18,917",3.10%,1991
Tura,2,ST,Meghalaya,Purno A. Sangma,Indian National Congress,"3,53,611","2,03,365",57.5 %,"94,377",46.40%,1991
Udaipur,18,GEN,Rajasthan,Girja Vyas (W),Indian National Congress,"10,58,285","5,43,962",51.4 %,"26,623",4.90%,1991
Udhampur,5,GEN,Jammu & Kashmir,Data Not Available,-,-,-,-,-,-,1991
Udupi,18,SC,Karnataka,Oscar Fernandes,Indian National Congress,"9,07,951","4,95,133",54.5 %,"87,812",17.70%,1991
Ujjain,38,SC,Madhya Pradesh [1947 - 1999],Satyanarayan Jatiya,Bharatiya Janta Party,"9,11,002","4,48,454",49.2 %,"51,720",11.50%,1991
Uluberia,25,GEN,West Bengal,Hannan Mollah,Communist Party Of India (MARXIST),"9,89,854","7,56,137",76.4 %,"77,481",10.20%,1991
Unnao,22,GEN,Uttar Pradesh [1947 - 1999],Devi Bux Singh,Bharatiya Janta Party,"9,40,464","4,53,899",48.3 %,"18,949",4.20%,1991
Vaishali,9,GEN,Bihar [1947 - 1999],Sheo Sharan Singh,Janata Dal,"9,66,531","6,37,893",66.0 %,"1,09,843",17.20%,1991
Vandavasi,9,GEN,Tamil Nadu,Krishnaswamy M.,Indian National Congress,"9,70,805","6,60,560",68.0 %,"1,77,095",26.80%,1991
Varanasi,52,GEN,Uttar Pradesh [1947 - 1999],Sheesh Chandra Dixit,Bharatiya Janta Party,"10,46,984","4,68,995",44.8 %,"40,439",8.60%,1991
Vellore,7,GEN,Tamil Nadu,Akber Pasha B.,Indian National Congress,"10,07,812","6,45,730",64.1 %,"1,99,169",30.80%,1991
Vidisha,31,GEN,Madhya Pradesh [1947 - 1999],Atal Bihari Vajpayee,Bharatiya Janta Party,"9,44,772","4,82,893",51.1 %,"1,04,134",21.60%,1991
Vijayawada,13,GEN,Andhra Pradesh,Vadde Sobhandreswara Rao,Telugu Desam,"11,04,724","6,82,314",61.8 %,"36,221",5.30%,1991
Visakhapatnam,4,GEN,Andhra Pradesh,M.V.V.S. Murthi,Telugu Desam,"10,81,726","6,49,981",60.1 %,"5,138",0.80%,1991
Vishnupur,36,GEN,West Bengal,Sukhendu Khan,Communist Party Of India (MARXIST),"9,35,084","7,38,614",79.0 %,"1,90,273",25.80%,1991
Warangal,39,GEN,Andhra Pradesh,Surendra Reddy Rama Sahayam,Indian National Congress,"9,46,137","5,94,774",62.9 %,"51,873",8.70%,1991
Wardha,27,GEN,Maharashtra,Ghangare Ramchandra Marotrao,Communist Party Of India (MARXIST),"9,30,617","4,58,272",49.2 %,"23,530",5.10%,1991
Washim,20,ST,Maharashtra,Anantrao Vitthalrao Deshmukh,Indian National Congress,"8,58,644","4,56,483",53.2 %,"48,989",10.70%,1991
Yavatmal,28,GEN,Maharashtra,Uttamrao Deorao Patil,Indian National Congress,"8,96,047","4,33,792",48.4 %,"70,930",16.40%,1991
Adilabad,35,GEN,Andhra Pradesh,S. Venugopala Chary,Telugu Desam,"10,72,962","6,87,157",64.0 %,"37,360",5.40%,1996
Adoor,17,GEN,Kerala,Kodikkunnil Suresh,Indian National Congress,"9,40,100","6,81,578",72.5 %,"65,545",9.60%,1996
Agra,73,GEN,Uttar Pradesh [1947 - 1999],Bhagwan Shankar Rawat,Bharatiya Janta Party,"11,93,804","5,17,028",43.3 %,"84,568",16.40%,1996
Ahmedabad,10,GEN,Gujarat,Harin Pathak,Bharatiya Janta Party,"12,79,854","3,52,150",27.5 %,"98,517",28.00%,1996
Ahmednagar,39,GEN,Maharashtra,Maruti Deoram Alias Dada Patil Shelke,Indian National Congress,"11,08,983","5,69,866",51.4 %,"49,409",8.70%,1996
Ajmer,12,GEN,Rajasthan,Rasa Singh Rawat,Bharatiya Janta Party,"10,58,086","4,49,205",42.5 %,"38,132",8.50%,1996
Akbarpur,27,SC,Uttar Pradesh [1947 - 1999],Ghanshyam Chandra Kharwar,Bahujan Samaj Party,"12,91,142","6,34,392",49.1 %,"24,567",3.90%,1996
Akola,19,GEN,Maharashtra,Phundkar Pandurang Pundlik,Bharatiya Janta Party,"10,75,426","6,47,675",60.2 %,"9,053",1.40%,1996
Aligarh,76,GEN,Uttar Pradesh [1947 - 1999],Sheela Gautam,Bharatiya Janta Party,"12,52,135","5,09,245",40.7 %,"91,048",17.90%,1996
Alipurduars,2,ST,West Bengal,Joachim Baxla,Revolutionary Socialist Party,"10,00,857","8,54,456",85.4 %,"1,37,810",16.10%,1996
Allahabad,56,GEN,Uttar Pradesh [1947 - 1999],Murli Manohar Joshi,Bharatiya Janta Party,"13,91,585","5,16,276",37.1 %,"1,03,523",20.10%,1996
Alleppey,15,GEN,Kerala,V M Sudheeran,Indian National Congress,"9,73,861","7,58,374",77.9 %,"25,949",3.40%,1996
Almora,3,GEN,Uttar Pradesh [1947 - 1999],Bachi Singh Rawat,Bharatiya Janta Party,"9,33,731","4,05,090",43.4 %,"56,906",14.00%,1996
Alwar,8,GEN,Rajasthan,Nawal Kishore,Indian National Congress,"11,32,574","4,38,479",38.7 %,"2,433",0.60%,1996
Amalapuram,9,SC,Andhra Pradesh,K.S.R Murthy,Indian National Congress,"9,08,492","6,37,642",70.2 %,"29,131",4.60%,1996
Ambala,1,SC,Haryana,Suraj Bhan,Bharatiya Janta Party,"10,98,767","8,24,298",75.0 %,"87,147",10.60%,1996
Amethi,25,GEN,Uttar Pradesh [1947 - 1999],Satish Sharma,Indian National Congress,"11,02,927","4,26,913",38.7 %,"40,143",9.40%,1996
Amravati,21,GEN,Maharashtra,Gudhe Anantrao Mahadeoappa,Shiv Sena,"10,99,720","5,51,610",50.2 %,"58,631",10.60%,1996
Amreli,7,GEN,Gujarat,Dileep Sanghani,Bharatiya Janta Party,"8,05,749","3,63,412",45.1 %,"1,08,369",29.80%,1996
Amritsar,2,GEN,Punjab,Raghnandan Lal Bhatia,Indian National Congress,"11,34,857","6,67,780",58.8 %,"33,672",5.00%,1996
Amroha,6,GEN,Uttar Pradesh [1947 - 1999],Pratap Singh,Samajwadi Party,"11,83,008","6,74,418",57.0 %,"47,600",7.10%,1996
Anakapalli,6,GEN,Andhra Pradesh,Ayyanna Paurudu Chintakayala,Telugu Desam,"10,37,055","7,01,725",67.7 %,"50,172",7.10%,1996
Anand,20,GEN,Gujarat,Chavda Ishwarbhai Khodabhai,Indian National Congress,"10,17,223","3,71,592",36.5 %,"31,732",8.50%,1996
Anantapur,25,GEN,Andhra Pradesh,Anantha Venkatarami Reddy,Indian National Congress,"12,14,517","6,56,251",54.0 %,"78,859",12.00%,1996
Anantnag,3,GEN,Jammu & Kashmir,Mohamad Maqbool,Janata Dal,"7,64,670","3,83,861",50.2 %,"58,084",15.10%,1996
Andaman & Nicobar Islands,1,GEN,Andaman & Nicobar Islands,Manoranjan Bhakta,Indian National Congress,"2,11,226","1,30,918",62.0 %,"43,545",33.30%,1996
Aonla,11,GEN,Uttar Pradesh [1947 - 1999],Kunwar Sarvraj Singh,Samajwadi Party,"10,09,939","4,87,473",48.3 %,"6,792",1.40%,1996
Arakkonam,6,SC,Tamil Nadu,Velu.A.M,Tamil Maanila Congress (MOOPANAR),"10,34,646","7,57,483",73.2 %,"2,64,845",35.00%,1996
Arambagh,28,GEN,West Bengal,Anil Basu,Communist Party Of India (MARXIST),"10,67,420","9,31,653",87.3 %,"2,26,333",24.30%,1996
Araria,22,SC,Bihar [1947 - 1999],Sukdeo Paswan,Janata Dal,"10,49,489","5,94,913",56.7 %,"48,278",8.10%,1996
Arrah,36,GEN,Bihar [1947 - 1999],Chandra Deo Prasad Verma,Janata Dal,"11,01,975","6,44,523",58.5 %,"41,041",6.40%,1996
Arunachal East,2,GEN,Arunachal Pradesh,Wangcha Rajkumar,Independent,"2,33,293","1,29,892",55.7 %,"7,271",5.60%,1996
Arunachal West,1,GEN,Arunachal Pradesh,Tomo Riba,Independent,"3,11,147","1,69,788",54.6 %,"39,616",23.30%,1996
Asansol,38,SC,West Bengal,Haradhan Roy,Communist Party Of India (MARXIST),"12,07,881","8,41,736",69.7 %,"46,950",5.60%,1996
Aska,10,GEN,Orissa,Biju Patnaik,Janata Dal,"11,20,144","5,59,142",49.9 %,"81,094",14.50%,1996
Aurangabad,40,GEN,Bihar [1947 - 1999],Virendra Kumar Singh,Janata Dal,"10,88,114","5,46,176",50.2 %,"23,032",4.20%,1996
Aurangabad,33,GEN,Maharashtra,Jaiswal Pradeep,Shiv Sena,"13,18,963","6,97,581",52.9 %,"1,14,579",16.40%,1996
Autonomous District,3,ST,Assam,Jayanta Rongpi,Autonomous State Demand Committee,"4,46,596","3,56,558",79.8 %,"1,03,130",28.90%,1996
Azamgarh,45,GEN,Uttar Pradesh [1947 - 1999],Rama Kant Yadav,Samajwadi Party,"12,05,790","5,92,402",49.1 %,"22,081",3.70%,1996
Badagara,3,GEN,Kerala,O. Bharathan,Communist Party Of India (MARXIST),"10,89,716","8,25,203",75.7 %,"79,945",9.70%,1996
Bagaha,1,SC,Bihar [1947 - 1999],Mahendra Baitha,Samata Party,"10,10,335","4,63,015",45.8 %,"56,072",12.10%,1996
Bagalkot,27,GEN,Karnataka,Meti Hullappa Yamanappa,Janata Dal,"10,54,336","6,75,719",64.1 %,"21,332",3.20%,1996
Baghpat,81,GEN,Uttar Pradesh [1947 - 1999],Ajit Singh,Indian National Congress,"12,71,152","6,66,928",52.5 %,"1,98,891",29.80%,1996
Bahraich,31,GEN,Uttar Pradesh [1947 - 1999],Padam Sen Chaudhari,Bharatiya Janta Party,"12,00,265","4,81,472",40.1 %,"65,968",13.70%,1996
Balaghat,23,GEN,Madhya Pradesh [1947 - 1999],Vishveshwar Bhagat,Indian National Congress,"8,59,897","5,68,630",66.1 %,"1,257",0.20%,1996
Balasore,2,ST,Orissa,Kartik Mohapatra,Indian National Congress,"11,36,681","7,84,650",69.0 %,"1,90,681",24.30%,1996
Balia,19,GEN,Bihar [1947 - 1999],Shatrughan Prasad Singh,Communist Party Of India,"9,94,509","5,37,617",54.1 %,"88,334",16.40%,1996
Ballia,43,GEN,Uttar Pradesh [1947 - 1999],Chandra Shekhar,Samata Party,"12,76,125","5,41,957",42.5 %,"1,86,605",34.40%,1996
Balrampur,32,GEN,Uttar Pradesh [1947 - 1999],Satyadev Singh,Bharatiya Janta Party,"11,36,223","5,40,951",47.6 %,"57,590",10.60%,1996
Balurghat,6,GEN,West Bengal,Barman Ranen,Revolutionary Socialist Party,"10,67,771","9,26,427",86.8 %,"1,43,707",15.50%,1996
Banaskantha,14,GEN,Gujarat,B.K. Gadhavi,Indian National Congress,"10,85,314","4,82,669",44.5 %,"11,960",2.50%,1996
Banda,59,GEN,Uttar Pradesh [1947 - 1999],Ram Sajeevan Singh,Bahujan Samaj Party,"11,12,281","3,67,953",33.1 %,"9,171",2.50%,1996
Bangalore North,12,GEN,Karnataka,C Narayanaswamy,Janata Dal,"15,38,457","8,34,759",54.3 %,"1,33,302",16.00%,1996
Bangalore South,13,GEN,Karnataka,Ananth Kumar,Bharatiya Janta Party,"13,00,498","7,27,220",55.9 %,"21,968",3.00%,1996
Banka,29,GEN,Bihar [1947 - 1999],Giridhari Yadav,Janata Dal,"10,53,423","6,40,950",60.8 %,"14,715",2.30%,1996
Bankura,35,GEN,West Bengal,Acharia Basudeb,Communist Party Of India (MARXIST),"9,94,144","7,74,916",78.0 %,"2,28,987",29.50%,1996
Bansgaon,37,SC,Uttar Pradesh [1947 - 1999],Subhawati Debi,Samajwadi Party,"12,55,383","5,37,834",42.8 %,"26,169",4.90%,1996
Banswara,16,GEN,Rajasthan,Tarachand Bhagora,Indian National Congress,"11,48,900","5,21,227",45.4 %,"51,152",9.80%,1996
Bapatla,16,GEN,Andhra Pradesh,Ummareddy Venkateswarlu,Telugu Desam,"10,73,890","6,75,719",62.9 %,"8,262",1.20%,1996
Bara Banki,29,SC,Uttar Pradesh [1947 - 1999],Ram Sagar,Samajwadi Party,"10,97,187","5,07,199",46.2 %,"14,722",2.90%,1996
Baramati,43,GEN,Maharashtra,Pawar Sharadchandra Govindrao,Indian National Congress,"13,99,042","7,62,533",54.5 %,"1,60,501",21.00%,1996
Baramulla,1,GEN,Jammu & Kashmir,Gh. Rasool Kar,Indian National Congress,"7,04,601","3,28,688",46.7 %,"64,981",19.80%,1996
Barasat,13,SC,West Bengal,Chitta Basu,All India Forward Bloc,"12,41,826","10,72,009",86.3 %,"35,347",3.30%,1996
Bareilly,12,GEN,Uttar Pradesh [1947 - 1999],Santosh Kumar Gangwar,Bharatiya Janta Party,"10,81,013","5,46,942",50.6 %,"39,092",7.10%,1996
Barh,18,GEN,Bihar [1947 - 1999],Nitish Kumar,Samata Party,"10,88,618","7,07,618",65.0 %,"64,854",9.20%,1996
Barmer,23,GEN,Rajasthan,Sona Ram,Indian National Congress,"13,29,885","6,55,776",49.3 %,"64,666",9.90%,1996
Baroda,22,GEN,Gujarat,Gaekwad Satyajitsinh Dilipsinh,Indian National Congress,"13,96,257","4,37,236",31.3 %,17,0.00%,1996
Barpeta,6,GEN,Assam,Uddhab Barman,Communist Party Of India (MARXIST),"8,57,358","7,05,207",82.3 %,"67,503",9.60%,1996
Barrackpore,19,SC,West Bengal,Tarit Baran Topdar,Communist Party Of India (MARXIST),"10,12,225","8,25,298",81.5 %,"50,894",6.20%,1996
Basirhat,14,SC,West Bengal,Ajay Chakraborty,Communist Party Of India,"10,23,023","9,12,574",89.2 %,"86,016",9.40%,1996
Bastar,20,ST,Madhya Pradesh [1947 - 1999],Mahendra Karma,Independent,"9,23,408","4,22,541",45.8 %,"14,057",3.30%,1996
Basti,34,SC,Uttar Pradesh [1947 - 1999],Sriram Chauhan,Bharatiya Janta Party,"11,56,395","5,44,459",47.1 %,"49,838",9.20%,1996
Bayana,10,SC,Rajasthan,Gangaram,Bharatiya Janta Party,"10,72,750","3,87,319",36.1 %,"77,298",20.00%,1996
Beed,34,GEN,Maharashtra,Rajani Ashokrao Patil,Bharatiya Janta Party,"11,46,418","6,59,340",57.5 %,"57,460",8.70%,1996
Begusarai,33,GEN,Bihar [1947 - 1999],Ramendra Kumar,Independent,"11,02,549","6,69,783",60.8 %,"25,924",3.90%,1996
Belgaum,25,GEN,Karnataka,Koujalagi Shivanand Hemappa,Janata Dal,"11,66,310","6,60,679",56.7 %,"70,637",10.70%,1996
Bellary,5,SC,Karnataka,K C Kondaiah,Indian National Congress,"11,55,671","6,42,633",55.6 %,"4,519",0.70%,1996
Berhampore,10,GEN,West Bengal,Pramothes Mukherjee,Revolutionary Socialist Party,"11,66,530","9,45,166",81.0 %,"44,357",4.70%,1996
Berhampur,11,GEN,Orissa,P V Narasimha Rao,Indian National Congress,"10,49,078","5,58,038",53.2 %,"1,68,540",30.20%,1996
Bettiah,2,GEN,Bihar [1947 - 1999],Madan Prasad Jaiswal,Bharatiya Janta Party,"10,91,777","6,31,754",57.9 %,"51,489",8.20%,1996
Betul,28,GEN,Madhya Pradesh [1947 - 1999],Vijay Kumar Khandelwal,Bharatiya Janta Party,"9,42,780","5,25,173",55.7 %,"1,12,076",21.30%,1996
Bhadrachalam,5,ST,Andhra Pradesh,Sode Ramaiah,Communist Party Of India,"11,02,108","6,76,585",61.4 %,"27,408",4.10%,1996
Bhadrak,3,GEN,Orissa,Muralidhar Jena,Indian National Congress,"11,29,875","7,22,571",64.0 %,"64,572",8.90%,1996
Bhagalpur,30,GEN,Bihar [1947 - 1999],Chunchun Prasad Yadav,Janata Dal,"12,27,940","6,55,328",53.4 %,"53,137",8.10%,1996
Bhandara,24,GEN,Maharashtra,Patel Praful Manoharbhai,Indian National Congress,"9,07,907","6,16,741",67.9 %,"6,963",1.10%,1996
Bharatpur,9,SC,Rajasthan,Maharani Divya Singh,Bharatiya Janta Party,"10,70,695","5,12,919",47.9 %,"90,693",17.70%,1996
Bhatinda,11,GEN,Punjab,Harinder Singh Khalsa(NORWAY),Shiromani Akali Dal,"11,31,612","6,92,961",61.2 %,"92,229",13.30%,1996
Bhavnagar,8,SC,Gujarat,Rajendrasinh Ghanshyamsinh Rana,Bharatiya Janta Party,"9,49,885","4,41,164",46.4 %,"7,771",1.80%,1996
Bhilwara,20,ST,Rajasthan,Subhash Chandra Baheriya,Bharatiya Janta Party,"11,25,810","4,81,958",42.8 %,"17,209",3.60%,1996
Bhind,2,GEN,Madhya Pradesh [1947 - 1999],Dr. Ram Lakhan Singh,Bharatiya Janta Party,"11,89,827","5,13,481",43.2 %,"15,798",3.10%,1996
Bhiwani,8,GEN,Haryana,Surender Singh,Haryana Vikas Party,"10,60,563","7,49,299",70.7 %,"2,25,183",30.10%,1996
Bhopal,30,GEN,Madhya Pradesh [1947 - 1999],Sushil Chandra,Bharatiya Janta Party,"14,56,014","7,32,726",50.3 %,"1,50,894",20.60%,1996
Bhubaneswar,9,GEN,Orissa,Soumya Ranjan Pattnaik,Indian National Congress,"12,08,667","6,35,298",52.6 %,"78,419",12.30%,1996
Bidar,1,GEN,Karnataka,Ramachandra Veerappa,Bharatiya Janta Party,"11,28,431","4,97,707",44.1 %,"1,59,413",32.00%,1996
Bijapur,28,SC,Karnataka,Patil Basangouda Rudragouda,Janata Dal,"10,96,455","5,19,633",47.4 %,"30,593",5.90%,1996
Bijnor,5,SC,Uttar Pradesh [1947 - 1999],Mangal Ram Premi,Bharatiya Janta Party,"12,13,828","6,12,732",50.5 %,"27,417",4.50%,1996
Bikaner,2,SC,Rajasthan,Mahender Singh Bhati,Bharatiya Janta Party,"16,74,836","7,77,212",46.4 %,"31,536",4.10%,1996
Bikramganj,39,GEN,Bihar [1947 - 1999],Kanti Singh,Janata Dal,"11,21,577","6,59,395",58.8 %,"2,423",0.40%,1996
Bilaspur,15,SC,Madhya Pradesh [1947 - 1999],Punnulal Mohle,Bharatiya Janta Party,"10,31,337","5,57,347",54.0 %,"34,880",6.30%,1996
Bilhaur,64,GEN,Uttar Pradesh [1947 - 1999],Shyam Behari S/o Baij Nath,Bharatiya Janta Party,"12,37,577","5,62,195",45.4 %,"33,539",6.00%,1996
Birbhum,42,GEN,West Bengal,Ramchandra Dome,Communist Party Of India (MARXIST),"9,94,683","8,27,366",83.2 %,"1,11,020",13.40%,1996
Bobbili,3,GEN,Andhra Pradesh,Kondapalli Pydithalli Naidu,Telugu Desam,"9,42,900","6,40,026",67.9 %,"20,967",3.30%,1996
Bolangir,16,SC,Orissa,Sarat Pattanayak,Indian National Congress,"9,72,722","5,87,130",60.4 %,"11,702",2.00%,1996
Bolpur,41,SC,West Bengal,Somnath Chatterjee,Communist Party Of India (MARXIST),"9,77,226","8,02,298",82.1 %,"2,53,646",31.60%,1996
Broach,23,ST,Gujarat,Chandubhai Shanabhai Deshmukh,Bharatiya Janta Party,"10,28,659","4,58,547",44.6 %,"23,826",5.20%,1996
Budaun,10,GEN,Uttar Pradesh [1947 - 1999],Salim Iqbal Shervani,Samajwadi Party,"10,97,550","5,35,414",48.8 %,"45,187",8.40%,1996
Bulandshahr,78,GEN,Uttar Pradesh [1947 - 1999],Chattar Pal,Bharatiya Janta Party,"11,13,800","4,81,519",43.2 %,"51,170",10.60%,1996
Buldhana,18,GEN,Maharashtra,Adsul Anandrao Vithoba,Shiv Sena,"10,23,215","6,07,477",59.4 %,"69,431",11.40%,1996
Bulsar,26,ST,Gujarat,Manibhai Ramjibhai Chaudhari,Bharatiya Janta Party,"11,30,987","4,29,819",38.0 %,368,0.10%,1996
Burdwan,39,GEN,West Bengal,Balai Ray,Communist Party Of India (MARXIST),"11,44,191","9,83,515",86.0 %,"2,62,714",26.70%,1996
Buxar,37,GEN,Bihar [1947 - 1999],Lal Muni Choubey,Bharatiya Janta Party,"10,24,374","5,92,145",57.8 %,"63,764",10.80%,1996
Calcutta North East,22,GEN,West Bengal,Ajit Kumar Panja,Indian National Congress,"9,07,284","6,60,413",72.8 %,"64,985",9.80%,1996
Calcutta North West,21,GEN,West Bengal,Debi Prosad Pal,Indian National Congress,"6,93,995","4,52,757",65.2 %,"64,951",14.30%,1996
Calcutta South,23,GEN,West Bengal,Mamata Banerjee,Indian National Congress,"11,67,381","8,52,458",73.0 %,"1,03,261",12.10%,1996
Calicut,4,GEN,Kerala,M P Veerendra Kumar,Janata Dal,"10,59,411","7,58,736",71.6 %,"38,703",5.10%,1996
Cannanore,2,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,"10,46,188","7,74,769",74.1 %,"39,302",5.10%,1996
Chail,57,SC,Uttar Pradesh [1947 - 1999],Amrit Lal Bharti,Bharatiya Janta Party,"13,00,833","3,80,785",29.3 %,"31,579",8.30%,1996
